DOCUMENTO;CODIGO_PRODUCTO;PRECIO_UNITARIO;CANTIDAD;TOTAL;COSTO_UNITARIO
FAC0033630;PLT0029;16136;6;96816;9492
FAC0033631;PLT0042;28508;1;28508;16769
FAC0033632;PLT0030;21117;1;21117;12422
FAC0033633;PLT0039;6179;1;6179;3635
FAC0033634;PLT0034;11917;4;47668;7010
FAC0033635;PLT0008;27709;8;221672;16299
FAC0033636;PLT0026;9446;10;94460;5556
FAC0033637;PLT0047;26583;2;53166;15637
FAC0033638;PLT0044;10146;3;30438;5968
FAC0033639;PLT0043;14334;6;86004;8432
FAC0033640;PLT0037;20147;6;120882;11851
FAC0033641;PLT0008;27709;5;138545;16299
FAC0033642;PLT0046;34804;2;69608;20473
FAC0033643;PLT0036;27243;3;81729;16025
FAC0033644;PLT0047;26583;5;132915;15637
FAC0033645;PLT0029;16136;3;48408;9492
FAC0033646;PLT0046;34804;6;208824;20473
FAC0033647;PLT0035;13674;3;41022;8044
FAC0033648;PLT0013;16922;7;118454;9954
FAC0033649;PLT0039;6179;4;24716;3635
FAC0033650;PLT0012;9483;1;9483;5578
FAC0033651;PLT0031;11454;2;22908;6738
FAC0033652;PLT0016;17636;7;123452;10374
FAC0033653;PLT0044;10146;6;60876;5968
FAC0033654;PLT0041;18897;2;37794;11116
FAC0033655;PLT0019;21410;6;128460;12594
FAC0033656;PLT0037;20147;9;181323;11851
FAC0033657;PLT0011;25298;5;126490;14881
FAC0033658;PLT0037;20147;8;161176;11851
FAC0033659;PLT0014;5638;5;28190;3316
FAC0033660;PLT0009;22639;1;22639;13317
FAC0033661;PLT0042;28508;10;285080;16769
FAC0033662;PLT0030;21117;9;190053;12422
FAC0033663;PLT0017;33597;10;335970;19763
FAC0033664;PLT0002;16035;2;32070;9432
FAC0033665;PLT0018;21805;9;196245;12826
FAC0033666;PLT0024;6170;3;18510;3629
FAC0033667;PLT0047;26583;6;159498;15637
FAC0033668;PLT0018;21805;3;65415;12826
FAC0033669;PLT0040;24668;2;49336;14511
FAC0033670;PLT0045;34710;10;347100;20418
FAC0033671;PLT0025;25473;5;127365;14984
FAC0033672;PLT0016;17636;9;158724;10374
FAC0033673;PLT0038;27071;8;216568;15924
FAC0033674;PLT0038;27071;3;81213;15924
FAC0033675;PLT0008;27709;6;166254;16299
FAC0033676;PLT0041;18897;10;188970;11116
FAC0033677;PLT0008;27709;3;83127;16299
FAC0033678;PLT0038;27071;1;27071;15924
FAC0033679;PLT0036;27243;4;108972;16025
FAC0033680;PLT0008;27709;10;277090;16299
FAC0033681;PLT0023;29003;2;58006;17061
FAC0033682;PLT0030;21117;3;63351;12422
FAC0033683;PLT0038;27071;5;135355;15924
FAC0033684;PLT0022;28111;4;112444;16536
FAC0033685;PLT0016;17636;3;52908;10374
FAC0033686;PLT0023;29003;7;203021;17061
FAC0033687;PLT0026;9446;6;56676;5556
FAC0033688;PLT0007;20343;4;81372;11966
FAC0033689;PLT0010;7946;2;15892;4674
FAC0033690;PLT0010;7946;8;63568;4674
FAC0033691;PLT0005;34187;10;341870;20110
FAC0033692;PLT0039;6179;9;55611;3635
FAC0033693;PLT0032;10479;3;31437;6164
FAC0033694;PLT0029;16136;4;64544;9492
FAC0033695;PLT0036;27243;6;163458;16025
FAC0033696;PLT0009;22639;8;181112;13317
FAC0033697;PLT0027;22873;10;228730;13455
FAC0033698;PLT0013;16922;3;50766;9954
FAC0033699;PLT0032;10479;5;52395;6164
FAC0033700;PLT0020;32766;7;229362;19274
FAC0033701;PLT0045;34710;9;312390;20418
FAC0033702;PLT0005;34187;4;136748;20110
FAC0033703;PLT0032;10479;4;41916;6164
FAC0033704;PLT0044;10146;8;81168;5968
FAC0033705;PLT0046;34804;3;104412;20473
FAC0033706;PLT0041;18897;1;18897;11116
FAC0033707;PLT0005;34187;5;170935;20110
FAC0033708;PLT0009;22639;6;135834;13317
FAC0033709;PLT0025;25473;3;76419;14984
FAC0033710;PLT0047;26583;2;53166;15637
FAC0033711;PLT0014;5638;10;56380;3316
FAC0033712;PLT0022;28111;1;28111;16536
FAC0033713;PLT0010;7946;8;63568;4674
FAC0033714;PLT0031;11454;8;91632;6738
FAC0033715;PLT0030;21117;8;168936;12422
FAC0033716;PLT0019;21410;2;42820;12594
FAC0033717;PLT0006;24613;7;172291;14478
FAC0033718;PLT0024;6170;8;49360;3629
FAC0033719;PLT0034;11917;3;35751;7010
FAC0033720;PLT0043;14334;6;86004;8432
FAC0033721;PLT0007;20343;5;101715;11966
FAC0033722;PLT0020;32766;3;98298;19274
FAC0033723;PLT0005;34187;2;68374;20110
FAC0033724;PLT0047;26583;9;239247;15637
FAC0033725;PLT0045;34710;5;173550;20418
FAC0033726;PLT0019;21410;4;85640;12594
FAC0033727;PLT0045;34710;2;69420;20418
FAC0033728;PLT0005;34187;9;307683;20110
FAC0033729;PLT0022;28111;10;281110;16536
FAC0033730;PLT0040;24668;8;197344;14511
FAC0033731;PLT0005;34187;3;102561;20110
FAC0033732;PLT0014;5638;10;56380;3316
FAC0033733;PLT0029;16136;3;48408;9492
FAC0033734;PLT0012;9483;9;85347;5578
FAC0033735;PLT0035;13674;8;109392;8044
FAC0033736;PLT0036;27243;2;54486;16025
FAC0033737;PLT0010;7946;3;23838;4674
FAC0033738;PLT0031;11454;8;91632;6738
FAC0033739;PLT0019;21410;9;192690;12594
FAC0033740;PLT0031;11454;3;34362;6738
FAC0033741;PLT0035;13674;4;54696;8044
FAC0033742;PLT0023;29003;6;174018;17061
FAC0033743;PLT0011;25298;9;227682;14881
FAC0033744;PLT0039;6179;2;12358;3635
FAC0033745;PLT0008;27709;2;55418;16299
FAC0033746;PLT0003;25406;1;25406;14945
FAC0033747;PLT0039;6179;1;6179;3635
FAC0033748;PLT0013;16922;1;16922;9954
FAC0033749;PLT0007;20343;5;101715;11966
FAC0033750;PLT0008;27709;9;249381;16299
FAC0033751;PLT0006;24613;2;49226;14478
FAC0033752;PLT0031;11454;5;57270;6738
FAC0033753;PLT0040;24668;4;98672;14511
FAC0033754;PLT0009;22639;1;22639;13317
FAC0033755;PLT0025;25473;2;50946;14984
FAC0033756;PLT0012;9483;7;66381;5578
FAC0033757;PLT0035;13674;10;136740;8044
FAC0033758;PLT0040;24668;8;197344;14511
FAC0033759;PLT0046;34804;1;34804;20473
FAC0033760;PLT0030;21117;8;168936;12422
FAC0033761;PLT0010;7946;2;15892;4674
FAC0033762;PLT0014;5638;4;22552;3316
FAC0033763;PLT0043;14334;2;28668;8432
FAC0033764;PLT0047;26583;4;106332;15637
FAC0033765;PLT0036;27243;8;217944;16025
FAC0033766;PLT0031;11454;9;103086;6738
FAC0033767;PLT0035;13674;2;27348;8044
FAC0033768;PLT0016;17636;10;176360;10374
FAC0033769;PLT0042;28508;5;142540;16769
FAC0033770;PLT0004;19506;2;39012;11474
FAC0033771;PLT0041;18897;3;56691;11116
FAC0033772;PLT0020;32766;9;294894;19274
FAC0033773;PLT0027;22873;7;160111;13455
FAC0033774;PLT0025;25473;10;254730;14984
FAC0033775;PLT0020;32766;2;65532;19274
FAC0033776;PLT0021;21859;8;174872;12858
FAC0033777;PLT0026;9446;2;18892;5556
FAC0033778;PLT0041;18897;9;170073;11116
FAC0033779;PLT0005;34187;10;341870;20110
FAC0033780;PLT0024;6170;4;24680;3629
FAC0033781;PLT0013;16922;6;101532;9954
FAC0033782;PLT0019;21410;2;42820;12594
FAC0033783;PLT0001;10201;10;102010;6001
FAC0033784;PLT0022;28111;10;281110;16536
FAC0033785;PLT0022;28111;2;56222;16536
FAC0033786;PLT0004;19506;4;78024;11474
FAC0033787;PLT0012;9483;2;18966;5578
FAC0033788;PLT0007;20343;5;101715;11966
FAC0033789;PLT0046;34804;3;104412;20473
FAC0033790;PLT0043;14334;1;14334;8432
FAC0033791;PLT0026;9446;1;9446;5556
FAC0033792;PLT0030;21117;3;63351;12422
FAC0033793;PLT0030;21117;4;84468;12422
FAC0033794;PLT0044;10146;10;101460;5968
FAC0033795;PLT0009;22639;5;113195;13317
FAC0033796;PLT0020;32766;8;262128;19274
FAC0033797;PLT0041;18897;8;151176;11116
FAC0033798;PLT0043;14334;4;57336;8432
FAC0033799;PLT0021;21859;2;43718;12858
FAC0033800;PLT0043;14334;5;71670;8432
FAC0033801;PLT0027;22873;6;137238;13455
FAC0033802;PLT0032;10479;5;52395;6164
FAC0033803;PLT0011;25298;7;177086;14881
FAC0033804;PLT0042;28508;8;228064;16769
FAC0033805;PLT0034;11917;4;47668;7010
FAC0033806;PLT0026;9446;1;9446;5556
FAC0033807;PLT0046;34804;8;278432;20473
FAC0033808;PLT0036;27243;4;108972;16025
FAC0033809;PLT0046;34804;6;208824;20473
FAC0033810;PLT0010;7946;4;31784;4674
FAC0033811;PLT0039;6179;10;61790;3635
FAC0033812;PLT0028;8448;1;8448;4969
FAC0033813;PLT0016;17636;5;88180;10374
FAC0033814;PLT0016;17636;10;176360;10374
FAC0033815;PLT0001;10201;4;40804;6001
FAC0033816;PLT0006;24613;1;24613;14478
FAC0033817;PLT0025;25473;7;178311;14984
FAC0033818;PLT0016;17636;10;176360;10374
FAC0033819;PLT0020;32766;9;294894;19274
FAC0033820;PLT0005;34187;2;68374;20110
FAC0033821;PLT0025;25473;4;101892;14984
FAC0033822;PLT0003;25406;8;203248;14945
FAC0033823;PLT0039;6179;2;12358;3635
FAC0033824;PLT0035;13674;10;136740;8044
FAC0033825;PLT0038;27071;10;270710;15924
FAC0033826;PLT0018;21805;9;196245;12826
FAC0033827;PLT0035;13674;8;109392;8044
FAC0033828;PLT0045;34710;5;173550;20418
FAC0033829;PLT0023;29003;1;29003;17061
FAC0033830;PLT0029;16136;9;145224;9492
FAC0033831;PLT0021;21859;4;87436;12858
FAC0033832;PLT0004;19506;10;195060;11474
FAC0033833;PLT0017;33597;10;335970;19763
FAC0033834;PLT0044;10146;5;50730;5968
FAC0033835;PLT0038;27071;2;54142;15924
FAC0033836;PLT0005;34187;1;34187;20110
FAC0033837;PLT0019;21410;2;42820;12594
FAC0033838;PLT0010;7946;9;71514;4674
FAC0033839;PLT0019;21410;9;192690;12594
FAC0033840;PLT0047;26583;1;26583;15637
FAC0033841;PLT0001;10201;1;10201;6001
FAC0033842;PLT0031;11454;10;114540;6738
FAC0033843;PLT0036;27243;4;108972;16025
FAC0033844;PLT0027;22873;6;137238;13455
FAC0033845;PLT0003;25406;9;228654;14945
FAC0033846;PLT0027;22873;9;205857;13455
FAC0033847;PLT0014;5638;8;45104;3316
FAC0033848;PLT0018;21805;2;43610;12826
FAC0033849;PLT0023;29003;8;232024;17061
FAC0033850;PLT0035;13674;7;95718;8044
FAC0033851;PLT0025;25473;2;50946;14984
FAC0033852;PLT0010;7946;8;63568;4674
FAC0033853;PLT0043;14334;7;100338;8432
FAC0033854;PLT0029;16136;9;145224;9492
FAC0033855;PLT0033;21097;6;126582;12410
FAC0033856;PLT0045;34710;8;277680;20418
FAC0033857;PLT0011;25298;6;151788;14881
FAC0033858;PLT0006;24613;10;246130;14478
FAC0033859;PLT0031;11454;6;68724;6738
FAC0033860;PLT0006;24613;3;73839;14478
FAC0033861;PLT0042;28508;10;285080;16769
FAC0033862;PLT0033;21097;5;105485;12410
FAC0033863;PLT0046;34804;7;243628;20473
FAC0033864;PLT0030;21117;10;211170;12422
FAC0033865;PLT0034;11917;8;95336;7010
FAC0033866;PLT0029;16136;6;96816;9492
FAC0033867;PLT0044;10146;10;101460;5968
FAC0033868;PLT0013;16922;1;16922;9954
FAC0033869;PLT0023;29003;1;29003;17061
FAC0033870;PLT0011;25298;3;75894;14881
FAC0033871;PLT0025;25473;2;50946;14984
FAC0033872;PLT0046;34804;8;278432;20473
FAC0033873;PLT0044;10146;8;81168;5968
FAC0033874;PLT0043;14334;7;100338;8432
FAC0033875;PLT0005;34187;10;341870;20110
FAC0033876;PLT0040;24668;7;172676;14511
FAC0033877;PLT0043;14334;8;114672;8432
FAC0033878;PLT0044;10146;6;60876;5968
FAC0033879;PLT0010;7946;5;39730;4674
FAC0033880;PLT0002;16035;8;128280;9432
FAC0033881;PLT0037;20147;8;161176;11851
FAC0033882;PLT0028;8448;6;50688;4969
FAC0033883;PLT0047;26583;5;132915;15637
FAC0033884;PLT0029;16136;2;32272;9492
FAC0033885;PLT0047;26583;6;159498;15637
FAC0033886;PLT0019;21410;3;64230;12594
FAC0033887;PLT0037;20147;6;120882;11851
FAC0033888;PLT0021;21859;1;21859;12858
FAC0033889;PLT0045;34710;4;138840;20418
FAC0033890;PLT0018;21805;9;196245;12826
FAC0033891;PLT0036;27243;1;27243;16025
FAC0033892;PLT0044;10146;1;10146;5968
FAC0033893;PLT0023;29003;10;290030;17061
FAC0033894;PLT0047;26583;2;53166;15637
FAC0033895;PLT0001;10201;4;40804;6001
FAC0033896;PLT0018;21805;7;152635;12826
FAC0033897;PLT0044;10146;6;60876;5968
FAC0033898;PLT0024;6170;1;6170;3629
FAC0033899;PLT0029;16136;9;145224;9492
FAC0033900;PLT0047;26583;7;186081;15637
FAC0033901;PLT0030;21117;7;147819;12422
FAC0033902;PLT0001;10201;4;40804;6001
FAC0033903;PLT0041;18897;5;94485;11116
FAC0033904;PLT0002;16035;6;96210;9432
FAC0033905;PLT0022;28111;1;28111;16536
FAC0033906;PLT0040;24668;9;222012;14511
FAC0033907;PLT0035;13674;9;123066;8044
FAC0033908;PLT0017;33597;8;268776;19763
FAC0033909;PLT0032;10479;8;83832;6164
FAC0033910;PLT0026;9446;3;28338;5556
FAC0033911;PLT0043;14334;10;143340;8432
FAC0033912;PLT0004;19506;6;117036;11474
FAC0033913;PLT0002;16035;8;128280;9432
FAC0033914;PLT0001;10201;8;81608;6001
FAC0033915;PLT0021;21859;7;153013;12858
FAC0033916;PLT0013;16922;3;50766;9954
FAC0033917;PLT0046;34804;5;174020;20473
FAC0033918;PLT0009;22639;4;90556;13317
FAC0033919;PLT0037;20147;6;120882;11851
FAC0033920;PLT0003;25406;6;152436;14945
FAC0033921;PLT0013;16922;3;50766;9954
FAC0033922;PLT0006;24613;10;246130;14478
FAC0033923;PLT0013;16922;3;50766;9954
FAC0033924;PLT0019;21410;7;149870;12594
FAC0033925;PLT0041;18897;9;170073;11116
FAC0033926;PLT0009;22639;7;158473;13317
FAC0033927;PLT0004;19506;9;175554;11474
FAC0033928;PLT0014;5638;2;11276;3316
FAC0033929;PLT0007;20343;4;81372;11966
FAC0033930;PLT0023;29003;10;290030;17061
FAC0033931;PLT0045;34710;6;208260;20418
FAC0033932;PLT0009;22639;9;203751;13317
FAC0033933;PLT0039;6179;10;61790;3635
FAC0033934;PLT0015;22206;5;111030;13062
FAC0033935;PLT0021;21859;10;218590;12858
FAC0033936;PLT0027;22873;6;137238;13455
FAC0033937;PLT0011;25298;4;101192;14881
FAC0033938;PLT0022;28111;3;84333;16536
FAC0033939;PLT0028;8448;5;42240;4969
FAC0033940;PLT0046;34804;4;139216;20473
FAC0033941;PLT0018;21805;6;130830;12826
FAC0033942;PLT0041;18897;3;56691;11116
FAC0033943;PLT0014;5638;9;50742;3316
FAC0033944;PLT0023;29003;9;261027;17061
FAC0033945;PLT0037;20147;2;40294;11851
FAC0033946;PLT0016;17636;8;141088;10374
FAC0033947;PLT0009;22639;10;226390;13317
FAC0033948;PLT0032;10479;6;62874;6164
FAC0033949;PLT0001;10201;3;30603;6001
FAC0033950;PLT0029;16136;3;48408;9492
FAC0033951;PLT0015;22206;8;177648;13062
FAC0033952;PLT0004;19506;1;19506;11474
FAC0033953;PLT0004;19506;3;58518;11474
FAC0033954;PLT0009;22639;1;22639;13317
FAC0033955;PLT0018;21805;9;196245;12826
FAC0033956;PLT0007;20343;3;61029;11966
FAC0033957;PLT0025;25473;1;25473;14984
FAC0033958;PLT0007;20343;6;122058;11966
FAC0033959;PLT0026;9446;5;47230;5556
FAC0033960;PLT0007;20343;8;162744;11966
FAC0033961;PLT0007;20343;4;81372;11966
FAC0033962;PLT0008;27709;4;110836;16299
FAC0033963;PLT0040;24668;4;98672;14511
FAC0033964;PLT0006;24613;10;246130;14478
FAC0033965;PLT0026;9446;3;28338;5556
FAC0033966;PLT0043;14334;3;43002;8432
FAC0033967;PLT0013;16922;4;67688;9954
FAC0033968;PLT0043;14334;7;100338;8432
FAC0033969;PLT0026;9446;8;75568;5556
FAC0033970;PLT0045;34710;9;312390;20418
FAC0033971;PLT0003;25406;7;177842;14945
FAC0033972;PLT0005;34187;10;341870;20110
FAC0033973;PLT0026;9446;2;18892;5556
FAC0033974;PLT0010;7946;8;63568;4674
FAC0033975;PLT0029;16136;2;32272;9492
FAC0033976;PLT0021;21859;9;196731;12858
FAC0033977;PLT0036;27243;2;54486;16025
FAC0033978;PLT0041;18897;9;170073;11116
FAC0033979;PLT0029;16136;9;145224;9492
FAC0033980;PLT0036;27243;5;136215;16025
FAC0033981;PLT0003;25406;9;228654;14945
FAC0033982;PLT0042;28508;6;171048;16769
FAC0033983;PLT0032;10479;2;20958;6164
FAC0033984;PLT0019;21410;1;21410;12594
FAC0033985;PLT0033;21097;7;147679;12410
FAC0033986;PLT0046;34804;5;174020;20473
FAC0033987;PLT0006;24613;1;24613;14478
FAC0033988;PLT0023;29003;4;116012;17061
FAC0033989;PLT0041;18897;10;188970;11116
FAC0033990;PLT0041;18897;1;18897;11116
FAC0033991;PLT0002;16035;3;48105;9432
FAC0033992;PLT0010;7946;8;63568;4674
FAC0033993;PLT0047;26583;9;239247;15637
FAC0033994;PLT0001;10201;6;61206;6001
FAC0033995;PLT0012;9483;5;47415;5578
FAC0033996;PLT0004;19506;8;156048;11474
FAC0033997;PLT0026;9446;9;85014;5556
FAC0033998;PLT0040;24668;4;98672;14511
FAC0033999;PLT0038;27071;8;216568;15924
FAC0034000;PLT0008;27709;7;193963;16299
FAC0034001;PLT0007;20343;7;142401;11966
FAC0034002;PLT0025;25473;6;152838;14984
FAC0034003;PLT0011;25298;1;25298;14881
FAC0034004;PLT0009;22639;9;203751;13317
FAC0034005;PLT0044;10146;9;91314;5968
FAC0034006;PLT0022;28111;8;224888;16536
FAC0034007;PLT0040;24668;8;197344;14511
FAC0034008;PLT0027;22873;2;45746;13455
FAC0034009;PLT0040;24668;10;246680;14511
FAC0034010;PLT0027;22873;6;137238;13455
FAC0034011;PLT0002;16035;1;16035;9432
FAC0034012;PLT0047;26583;4;106332;15637
FAC0034013;PLT0040;24668;1;24668;14511
FAC0034014;PLT0019;21410;9;192690;12594
FAC0034015;PLT0015;22206;10;222060;13062
FAC0034016;PLT0022;28111;1;28111;16536
FAC0034017;PLT0008;27709;8;221672;16299
FAC0034018;PLT0001;10201;2;20402;6001
FAC0034019;PLT0035;13674;4;54696;8044
FAC0034020;PLT0020;32766;1;32766;19274
FAC0034021;PLT0029;16136;3;48408;9492
FAC0034022;PLT0012;9483;1;9483;5578
FAC0034023;PLT0009;22639;7;158473;13317
FAC0034024;PLT0027;22873;7;160111;13455
FAC0034025;PLT0027;22873;5;114365;13455
FAC0034026;PLT0032;10479;10;104790;6164
FAC0034027;PLT0013;16922;9;152298;9954
FAC0034028;PLT0033;21097;5;105485;12410
FAC0034029;PLT0005;34187;6;205122;20110
FAC0034030;PLT0038;27071;9;243639;15924
FAC0034031;PLT0030;21117;2;42234;12422
FAC0034032;PLT0035;13674;10;136740;8044
FAC0034033;PLT0045;34710;5;173550;20418
FAC0034034;PLT0023;29003;7;203021;17061
FAC0034035;PLT0046;34804;7;243628;20473
FAC0034036;PLT0015;22206;5;111030;13062
FAC0034037;PLT0042;28508;6;171048;16769
FAC0034038;PLT0037;20147;4;80588;11851
FAC0034039;PLT0027;22873;10;228730;13455
FAC0034040;PLT0013;16922;4;67688;9954
FAC0034041;PLT0031;11454;5;57270;6738
FAC0034042;PLT0041;18897;8;151176;11116
FAC0034043;PLT0027;22873;8;182984;13455
FAC0034044;PLT0018;21805;8;174440;12826
FAC0034045;PLT0014;5638;9;50742;3316
FAC0034046;PLT0005;34187;2;68374;20110
FAC0034047;PLT0002;16035;4;64140;9432
FAC0034048;PLT0042;28508;4;114032;16769
FAC0034049;PLT0001;10201;9;91809;6001
FAC0034050;PLT0005;34187;6;205122;20110
FAC0034051;PLT0044;10146;9;91314;5968
FAC0034052;PLT0035;13674;3;41022;8044
FAC0034053;PLT0023;29003;1;29003;17061
FAC0034054;PLT0021;21859;1;21859;12858
FAC0034055;PLT0045;34710;10;347100;20418
FAC0034056;PLT0032;10479;6;62874;6164
FAC0034057;PLT0036;27243;5;136215;16025
FAC0034058;PLT0040;24668;8;197344;14511
FAC0034059;PLT0006;24613;6;147678;14478
FAC0034060;PLT0001;10201;5;51005;6001
FAC0034061;PLT0004;19506;10;195060;11474
FAC0034062;PLT0006;24613;4;98452;14478
FAC0034063;PLT0002;16035;4;64140;9432
FAC0034064;PLT0029;16136;5;80680;9492
FAC0034065;PLT0025;25473;1;25473;14984
FAC0034066;PLT0030;21117;2;42234;12422
FAC0034067;PLT0021;21859;4;87436;12858
FAC0034068;PLT0002;16035;1;16035;9432
FAC0034069;PLT0005;34187;1;34187;20110
FAC0034070;PLT0013;16922;1;16922;9954
FAC0034071;PLT0009;22639;10;226390;13317
FAC0034072;PLT0008;27709;9;249381;16299
FAC0034073;PLT0024;6170;8;49360;3629
FAC0034074;PLT0019;21410;5;107050;12594
FAC0034075;PLT0034;11917;5;59585;7010
FAC0034076;PLT0023;29003;9;261027;17061
FAC0034077;PLT0038;27071;4;108284;15924
FAC0034078;PLT0033;21097;10;210970;12410
FAC0034079;PLT0018;21805;10;218050;12826
FAC0034080;PLT0033;21097;7;147679;12410
FAC0034081;PLT0034;11917;7;83419;7010
FAC0034082;PLT0046;34804;10;348040;20473
FAC0034083;PLT0009;22639;8;181112;13317
FAC0034084;PLT0031;11454;1;11454;6738
FAC0034085;PLT0047;26583;6;159498;15637
FAC0034086;PLT0013;16922;5;84610;9954
FAC0034087;PLT0009;22639;3;67917;13317
FAC0034088;PLT0016;17636;2;35272;10374
FAC0034089;PLT0033;21097;3;63291;12410
FAC0034090;PLT0017;33597;5;167985;19763
FAC0034091;PLT0016;17636;2;35272;10374
FAC0034092;PLT0047;26583;9;239247;15637
FAC0034093;PLT0036;27243;4;108972;16025
FAC0034094;PLT0033;21097;9;189873;12410
FAC0034095;PLT0009;22639;3;67917;13317
FAC0034096;PLT0044;10146;1;10146;5968
FAC0034097;PLT0033;21097;5;105485;12410
FAC0034098;PLT0011;25298;3;75894;14881
FAC0034099;PLT0019;21410;3;64230;12594
FAC0034100;PLT0026;9446;7;66122;5556
FAC0034101;PLT0010;7946;2;15892;4674
FAC0034102;PLT0034;11917;2;23834;7010
FAC0034103;PLT0034;11917;1;11917;7010
FAC0034104;PLT0044;10146;1;10146;5968
FAC0034105;PLT0045;34710;9;312390;20418
FAC0034106;PLT0042;28508;4;114032;16769
FAC0034107;PLT0008;27709;2;55418;16299
FAC0034108;PLT0042;28508;7;199556;16769
FAC0034109;PLT0021;21859;6;131154;12858
FAC0034110;PLT0021;21859;4;87436;12858
FAC0034111;PLT0031;11454;4;45816;6738
FAC0034112;PLT0016;17636;6;105816;10374
FAC0034113;PLT0027;22873;8;182984;13455
FAC0034114;PLT0021;21859;8;174872;12858
FAC0034115;PLT0020;32766;9;294894;19274
FAC0034116;PLT0045;34710;2;69420;20418
FAC0034117;PLT0045;34710;10;347100;20418
FAC0034118;PLT0031;11454;2;22908;6738
FAC0034119;PLT0011;25298;7;177086;14881
FAC0034120;PLT0014;5638;2;11276;3316
FAC0034121;PLT0016;17636;1;17636;10374
FAC0034122;PLT0012;9483;10;94830;5578
FAC0034123;PLT0028;8448;10;84480;4969
FAC0034124;PLT0005;34187;3;102561;20110
FAC0034125;PLT0035;13674;1;13674;8044
FAC0034126;PLT0043;14334;7;100338;8432
FAC0034127;PLT0021;21859;5;109295;12858
FAC0034128;PLT0011;25298;3;75894;14881
FAC0034129;PLT0011;25298;2;50596;14881
FAC0034130;PLT0044;10146;5;50730;5968
FAC0034131;PLT0030;21117;10;211170;12422
FAC0034132;PLT0043;14334;8;114672;8432
FAC0034133;PLT0021;21859;3;65577;12858
FAC0034134;PLT0037;20147;8;161176;11851
FAC0034135;PLT0013;16922;2;33844;9954
FAC0034136;PLT0023;29003;2;58006;17061
FAC0034137;PLT0005;34187;6;205122;20110
FAC0034138;PLT0037;20147;1;20147;11851
FAC0034139;PLT0036;27243;8;217944;16025
FAC0034140;PLT0027;22873;4;91492;13455
FAC0034141;PLT0038;27071;6;162426;15924
FAC0034142;PLT0027;22873;4;91492;13455
FAC0034143;PLT0031;11454;7;80178;6738
FAC0034144;PLT0045;34710;3;104130;20418
FAC0034145;PLT0001;10201;5;51005;6001
FAC0034146;PLT0008;27709;3;83127;16299
FAC0034147;PLT0032;10479;8;83832;6164
FAC0034148;PLT0018;21805;6;130830;12826
FAC0034149;PLT0047;26583;2;53166;15637
FAC0034150;PLT0016;17636;9;158724;10374
FAC0034151;PLT0040;24668;2;49336;14511
FAC0034152;PLT0030;21117;9;190053;12422
FAC0034153;PLT0004;19506;1;19506;11474
FAC0034154;PLT0018;21805;6;130830;12826
FAC0034155;PLT0009;22639;2;45278;13317
FAC0034156;PLT0002;16035;2;32070;9432
FAC0034157;PLT0008;27709;8;221672;16299
FAC0034158;PLT0044;10146;1;10146;5968
FAC0034159;PLT0023;29003;9;261027;17061
FAC0034160;PLT0002;16035;3;48105;9432
FAC0034161;PLT0041;18897;1;18897;11116
FAC0034162;PLT0029;16136;3;48408;9492
FAC0034163;PLT0032;10479;7;73353;6164
FAC0034164;PLT0038;27071;4;108284;15924
FAC0034165;PLT0026;9446;8;75568;5556
FAC0034166;PLT0014;5638;7;39466;3316
FAC0034167;PLT0020;32766;7;229362;19274
FAC0034168;PLT0002;16035;5;80175;9432
FAC0034169;PLT0006;24613;9;221517;14478
FAC0034170;PLT0019;21410;9;192690;12594
FAC0034171;PLT0005;34187;3;102561;20110
FAC0034172;PLT0038;27071;8;216568;15924
FAC0034173;PLT0019;21410;7;149870;12594
FAC0034174;PLT0040;24668;2;49336;14511
FAC0034175;PLT0026;9446;2;18892;5556
FAC0034176;PLT0017;33597;5;167985;19763
FAC0034177;PLT0022;28111;8;224888;16536
FAC0034178;PLT0036;27243;3;81729;16025
FAC0034179;PLT0033;21097;9;189873;12410
FAC0034180;PLT0016;17636;3;52908;10374
FAC0034181;PLT0005;34187;2;68374;20110
FAC0034182;PLT0034;11917;5;59585;7010
FAC0034183;PLT0010;7946;8;63568;4674
FAC0034184;PLT0009;22639;2;45278;13317
FAC0034185;PLT0012;9483;10;94830;5578
FAC0034186;PLT0022;28111;3;84333;16536
FAC0034187;PLT0030;21117;1;21117;12422
FAC0034188;PLT0045;34710;4;138840;20418
FAC0034189;PLT0020;32766;8;262128;19274
FAC0034190;PLT0003;25406;10;254060;14945
FAC0034191;PLT0003;25406;1;25406;14945
FAC0034192;PLT0022;28111;5;140555;16536
FAC0034193;PLT0019;21410;1;21410;12594
FAC0034194;PLT0041;18897;4;75588;11116
FAC0034195;PLT0047;26583;9;239247;15637
FAC0034196;PLT0042;28508;10;285080;16769
FAC0034197;PLT0035;13674;5;68370;8044
FAC0034198;PLT0022;28111;7;196777;16536
FAC0034199;PLT0045;34710;9;312390;20418
FAC0034200;PLT0016;17636;3;52908;10374
FAC0034201;PLT0001;10201;10;102010;6001
FAC0034202;PLT0030;21117;5;105585;12422
